Period,Time,X Coord,Y Coord,Score Diff,Action,Action Name
1,1069,-76,-37,2,4,pass
2,699,-37,-13,-3,4,pass
2,866,42,18,1,4,pass
1,1143,-91,-48,4,0,shot
2,236,-89,15,-3,4,pass
3,154,-4,-17,-2,4,pass
2,91,-100,-42,-3,4,pass
2,613,-3,-33,2,4,pass
3,1189,-30,-21,0,4,pass
1,1027,-14,-5,-5,4,pass
3,456,-88,-31,3,4,pass
1,1169,9,-35,-1,4,pass
1,924,47,-28,3,0,shot
2,499,-66,-16,1,4,pass
2,567,-39,21,0,4,pass
1,577,-50,-16,2,4,pass
1,87,-47,5,-3,4,pass
3,399,29,-28,-5,0,shot
2,737,6,-2,-2,4,pass
1,1115,54,-32,1,4,pass
2,246,-27,5,-4,4,pass
2,581,-70,13,-5,4,pass
1,1030,-89,-6,1,4,pass
2,1074,-50,-15,-3,4,pass
2,893,43,8,-4,4,pass
3,837,-43,-43,-3,4,pass
3,388,49,-28,4,4,pass
2,263,-86,34,0,4,pass
1,515,-25,35,4,4,pass
2,412,-74,-6,-1,4,pass
2,291,-40,-40,-2,4,pass
3,178,-44,28,-5,4,pass
2,865,-72,-38,-4,4,pass
2,314,46,-21,-1,4,pass
2,1030,-8,48,1,4,pass
3,1053,-65,-37,-4,4,pass
2,485,74,-31,1,0,shot
1,1053,-16,18,0,4,pass
2,1090,-12,-18,-5,4,pass
3,951,-15,-23,-1,4,pass
2,899,-71,3,2,4,pass
2,158,6,22,3,4,pass
1,368,32,-34,1,0,shot
2,979,-70,-46,0,4,pass
1,966,-10,-21,-1,4,pass
2,245,-2,15,-1,4,pass
2,849,-49,30,2,4,pass
1,1076,96,-32,1,0,shot
2,145,-55,42,3,4,pass
3,1059,65,6,0,4,pass
1,579,16,-13,-1,4,pass
3,474,71,17,-4,4,pass
1,583,-42,29,1,4,pass
3,430,88,-22,4,0,shot
2,451,35,-43,4,0,shot
2,426,57,1,-5,4,pass
1,530,-42,-19,-2,4,pass
2,781,-1,-42,4,4,pass
2,838,-74,-25,0,4,pass
2,651,79,27,-5,4,pass
3,893,-41,35,-3,4,pass
2,163,84,-3,4,0,shot
3,390,92,-27,-2,0,shot
2,63,74,-45,-2,0,shot
1,677,9,-39,3,0,shot
1,397,83,-47,0,0,shot
3,464,4,49,2,4,pass
2,84,54,14,-2,4,pass
1,119,-29,-42,4,0,shot
1,254,-4,-16,-4,4,pass
2,73,-22,-23,1,4,pass
1,192,-7,9,-4,4,pass
2,603,-75,8,-2,4,pass
1,1054,97,1,-4,4,pass
3,413,65,-40,3,0,shot
1,661,-87,13,-4,4,pass
3,493,98,-33,2,0,shot
1,614,86,-22,-2,0,shot
2,1103,96,42,0,4,pass
3,41,-34,18,2,4,pass
2,1177,30,41,-1,4,pass
3,981,-96,1,-2,4,pass
2,560,89,-45,-5,0,shot
1,655,55,-21,-2,4,pass
1,323,-11,-20,-2,4,pass
3,556,-42,24,1,4,pass
2,365,42,19,-4,4,pass
3,1144,-64,15,0,4,pass
1,99,-97,43,-1,2,hit
2,742,20,22,2,4,pass
1,687,-12,-34,4,4,pass
3,1011,29,45,4,4,pass
2,334,-43,-42,-5,4,pass
1,693,50,-33,2,0,shot
2,464,74,-45,0,0,shot
3,916,10,-17,-4,4,pass
1,61,-38,48,-2,2,hit
2,637,68,-22,1,4,pass
1,378,93,-43,2,0,shot
1,440,-71,0,3,4,pass
3,639,2,-22,0,4,pass
3,906,-47,-12,2,4,pass
1,252,91,0,-1,4,pass
2,842,56,-11,3,4,pass
2,759,-40,-16,2,4,pass
1,836,-42,-9,1,4,pass
2,750,-42,9,-2,4,pass
1,901,79,41,-3,4,pass
2,300,50,7,-3,4,pass
1,1107,98,-28,-2,0,shot
3,774,23,21,0,4,pass
3,971,-66,-32,-2,4,pass
2,579,-70,-42,-5,4,pass
3,971,-10,-29,-2,4,pass
1,177,-83,5,-3,4,pass
3,1137,-27,-29,1,4,pass
3,386,92,47,1,4,pass
3,361,47,-23,3,4,pass
2,1181,1,-13,-4,4,pass
3,551,-92,-30,4,0,shot
3,727,98,-20,-1,0,shot
3,432,-31,-8,0,4,pass
1,689,-32,15,-1,4,pass
2,62,-77,1,2,4,pass
1,1039,12,-50,-5,0,shot
3,487,85,46,-5,4,pass
3,477,23,45,-1,4,pass
1,749,-85,1,4,4,pass
3,595,-88,-28,3,4,pass
3,549,12,-40,-1,4,pass
1,263,10,-49,-1,0,shot
1,239,85,2,-1,4,pass
1,873,-78,17,2,4,pass
2,863,22,-45,-4,4,pass
3,747,-13,-7,0,4,pass
1,660,-80,28,4,4,pass
2,369,0,-29,-1,4,pass
2,425,-71,1,2,4,pass
3,179,97,41,2,4,pass
3,530,-20,42,3,4,pass
2,813,40,-21,-2,4,pass
3,632,6,-7,-1,4,pass
2,1164,-26,-9,2,4,pass
3,832,-15,-25,1,4,pass
1,274,-49,28,1,4,pass
3,914,47,20,0,4,pass
2,391,-52,27,2,4,pass
3,298,-71,41,-3,4,pass
1,729,72,-9,1,4,pass
1,585,69,-34,3,0,shot
3,857,35,48,-3,4,pass
3,445,-78,3,-1,4,pass
1,489,15,-43,1,0,shot
2,971,27,-3,-2,4,pass
2,11,-9,-37,3,0,shot
3,429,22,38,-1,4,pass
2,556,82,49,-4,4,pass
3,279,28,-38,1,0,shot
2,1126,27,-28,-4,4,pass
3,422,95,-13,-2,0,shot
3,236,33,-16,3,4,pass
1,853,67,33,-1,4,pass
3,157,-34,35,-3,4,pass
3,382,-13,-12,-5,4,pass
3,705,-37,-33,4,4,pass
2,367,-98,-37,1,4,pass
2,692,62,-43,0,0,shot
1,995,-7,44,-1,4,pass
3,744,-47,31,1,4,pass
2,466,-24,47,0,4,pass
2,59,32,3,-4,4,pass
3,310,-28,-6,-4,4,pass
3,1161,54,39,-4,4,pass
1,987,-84,0,3,4,pass
3,309,95,15,-4,4,pass
2,51,73,-4,-5,4,pass
1,169,-53,49,-2,2,hit
2,836,-21,-1,-5,4,pass
1,252,-23,-20,-3,4,pass
2,1121,-41,21,0,4,pass
2,243,-14,-49,-1,4,pass
3,392,72,-10,-5,0,shot
3,601,-76,48,3,4,pass
3,938,-9,29,-4,4,pass
1,1138,-45,4,-3,4,pass
3,758,-11,-24,-1,4,pass
2,76,-35,19,-1,4,pass
1,399,-75,-31,0,4,pass
3,1042,-30,-30,3,4,pass
3,633,-50,-8,2,4,pass
2,1175,-29,45,-4,4,pass
1,167,-19,41,-1,4,pass
2,722,-85,36,-5,4,pass
3,683,-27,10,3,4,pass
3,162,-58,6,-3,4,pass
1,1037,-65,7,-5,4,pass
2,386,-86,1,-5,4,pass
3,867,45,2,-4,4,pass
2,556,33,-40,-3,4,pass
2,183,95,37,-1,4,pass
2,1156,40,49,3,4,pass
2,801,-81,-26,0,4,pass
3,362,77,14,4,4,pass
1,288,89,44,0,4,pass
3,138,55,-1,-2,4,pass
3,367,-94,35,2,4,pass
1,695,12,44,0,4,pass
1,356,-72,47,-5,2,hit
3,869,-65,20,2,4,pass
2,838,79,8,2,4,pass
3,1164,9,5,2,4,pass
1,220,84,9,0,4,pass
1,896,39,2,-3,4,pass
1,1122,16,26,-3,4,pass
1,244,7,7,3,4,pass
2,1184,34,-45,2,4,pass
1,948,-16,-6,3,4,pass
3,1190,-6,41,-3,4,pass
3,413,98,26,-1,4,pass
1,349,-61,22,-4,4,pass
2,1171,-14,-2,3,4,pass
2,1171,-41,-43,1,4,pass
3,907,-4,41,-1,4,pass
1,642,87,-41,-2,0,shot
3,1054,81,34,1,4,pass
1,850,99,8,-1,4,pass
3,525,-95,3,-2,4,pass
1,586,-77,31,-2,4,pass
2,41,5,14,2,4,pass
1,1184,-99,5,-2,4,pass
1,557,-3,13,-3,4,pass
3,963,54,-24,3,4,pass
3,256,20,-28,4,0,shot
3,88,36,-14,-5,4,pass
1,1056,-5,-37,2,4,pass
2,740,-58,-47,-1,4,pass
2,837,1,-28,3,4,pass
1,650,-76,10,0,4,pass
3,585,-7,-12,3,4,pass
1,637,-56,31,-2,4,pass
2,924,-55,-13,4,4,pass
1,153,-56,36,1,4,pass
2,452,-23,-49,-5,4,pass
1,233,57,-29,0,0,shot
3,108,82,-22,0,0,shot
3,870,64,-32,-4,0,shot
3,25,-41,-24,0,4,pass
2,66,92,-5,1,0,shot
3,410,48,2,-4,4,pass
3,1172,-49,-23,2,4,pass
2,218,17,41,3,4,pass
1,909,51,-3,3,4,pass
3,368,58,38,-5,4,pass
3,1044,-76,30,-5,4,pass
3,1129,94,39,1,4,pass
3,864,48,-10,-2,4,pass
3,1094,-47,38,-3,4,pass
3,775,62,25,4,4,pass
3,778,-48,-28,2,4,pass
1,487,-81,25,-3,4,pass
1,292,-1,-8,2,4,pass
1,285,26,19,0,4,pass
3,172,94,22,2,4,pass
2,251,-6,35,-4,4,pass
2,605,24,-42,2,4,pass
3,760,-11,-18,-1,4,pass
1,681,-54,-42,2,4,pass
1,30,32,-49,0,0,shot
3,779,10,31,2,4,pass
2,654,68,29,1,4,pass
3,440,30,-7,-4,4,pass
1,875,91,41,2,4,pass
2,1133,-78,24,4,4,pass
3,54,-81,35,-1,4,pass
2,452,-23,-37,3,4,pass
1,1015,92,-49,-4,0,shot
1,490,74,-13,1,4,pass
1,992,-29,48,0,4,pass
3,1168,19,16,1,4,pass
1,1105,90,-49,-1,0,shot
1,732,89,8,-4,4,pass
2,840,-1,4,1,4,pass
2,242,-77,-38,-4,4,pass
1,46,-49,-24,4,0,shot
2,1133,-36,-33,-5,4,pass
1,519,69,20,0,4,pass
2,774,7,-48,0,4,pass
2,101,-14,-47,2,0,shot
1,56,65,-40,0,0,shot
2,387,-26,45,-3,4,pass
3,524,-43,-4,-2,4,pass
3,888,-92,49,-1,4,pass
3,256,35,-2,-2,4,pass
2,384,-9,-27,-2,4,pass
1,212,-80,-15,-4,4,pass
3,398,-53,-26,1,4,pass
2,336,9,-46,2,0,shot
3,832,-49,-31,-1,4,pass
1,89,19,-34,3,0,shot
2,753,26,37,4,4,pass
3,259,-80,10,-1,4,pass
3,72,-57,26,-2,4,pass
1,942,-88,20,-1,4,pass
3,683,-90,-9,-1,4,pass
2,511,15,-23,-1,4,pass
1,498,-4,-14,4,4,pass
1,171,37,19,-4,4,pass
3,498,34,33,3,4,pass
2,811,-61,4,-2,4,pass
2,73,-67,10,-1,4,pass
2,866,38,13,2,4,pass
3,400,-90,4,-5,4,pass
2,935,16,-34,-2,4,pass
1,422,-26,-46,2,4,pass
3,846,-31,-14,4,4,pass
1,41,-55,-6,1,4,pass
1,769,-28,46,0,4,pass
2,1188,-75,8,4,4,pass
1,311,11,47,4,4,pass
1,357,-72,35,0,4,pass
2,1019,41,37,-2,4,pass
1,668,75,15,-2,4,pass
2,498,92,-33,-2,0,shot
1,1096,63,3,-4,4,pass
1,923,32,13,-2,4,pass
1,970,-90,27,2,4,pass
2,342,-64,33,-4,4,pass
3,1133,6,-10,1,4,pass
2,62,-88,-7,4,4,pass
2,603,-35,14,-2,4,pass
1,470,-28,43,-2,4,pass
2,863,13,31,-4,4,pass
3,615,-88,-48,-3,4,pass
1,699,-8,-43,4,0,shot
2,946,60,-42,-3,0,shot
3,759,94,-40,-3,0,shot
3,377,-27,36,0,4,pass
2,363,-22,-25,1,4,pass
2,46,78,-4,0,0,shot
2,808,-16,14,-3,4,pass
1,897,24,-45,-1,0,shot
3,877,95,-47,-1,0,shot
2,783,14,8,2,4,pass
1,895,81,40,-3,4,pass
1,206,-96,33,0,4,pass
2,1157,-29,-19,-4,4,pass
2,533,-99,47,-1,4,pass
3,80,81,1,-2,0,shot
1,296,33,42,-3,4,pass
3,736,-58,30,-1,4,pass
2,163,92,-10,2,0,shot
1,995,-98,-6,4,4,pass
1,1120,-5,-47,-5,4,pass
1,177,-8,33,0,4,pass
3,1079,22,13,4,4,pass
2,25,69,38,-2,4,pass
1,807,-32,19,0,4,pass
2,978,-67,-45,2,4,pass
3,1075,17,44,-5,4,pass
1,599,-88,-2,-3,4,pass
1,419,-95,-23,-3,4,pass
3,941,46,31,2,4,pass
3,519,-87,-26,-4,4,pass
2,268,-91,-2,-5,4,pass
3,731,-39,28,0,4,pass
3,274,-84,0,0,4,pass
3,379,-38,34,0,4,pass
1,504,90,27,1,4,pass
2,275,74,-42,2,0,shot
1,992,94,48,2,4,pass
3,950,-46,5,-4,4,pass
1,573,92,47,-2,4,pass
1,44,-9,35,-3,4,pass
3,1023,42,0,-3,4,pass
2,135,-57,13,2,4,pass
3,884,10,4,3,4,pass
1,769,51,-17,-3,4,pass
1,469,14,14,-1,4,pass
1,364,-26,17,1,4,pass
2,206,-59,-21,1,4,pass
2,771,36,-45,-3,0,shot
1,492,5,-15,2,4,pass
2,894,-39,45,2,4,pass
2,127,85,21,-5,4,pass
1,291,-58,0,-3,4,pass
2,475,-15,-26,0,4,pass
2,628,56,-38,4,0,shot
3,568,53,48,1,4,pass
2,964,29,4,-4,4,pass
2,54,-55,11,-2,4,pass
3,604,2,-17,-5,4,pass
2,1083,97,9,-4,4,pass
2,398,-83,31,-1,4,pass
3,723,-57,-43,3,4,pass
3,186,75,13,-5,4,pass
3,282,-53,48,1,4,pass
3,465,35,49,4,4,pass
1,524,36,36,-3,4,pass
2,986,26,-34,-1,4,pass
3,37,-41,-41,-1,0,shot
2,1090,-55,-45,-1,4,pass
1,788,64,-6,0,4,pass
2,472,-4,-29,-3,4,pass
1,375,47,15,-5,4,pass
1,127,-100,33,-1,4,pass
2,549,5,-41,2,4,pass
2,383,79,-31,-5,0,shot
3,1190,-85,-10,-2,4,pass
1,344,-69,32,3,4,pass
3,509,54,15,2,4,pass
2,848,-6,-30,3,4,pass
3,373,82,-49,1,0,shot
1,273,-25,-37,4,0,shot
2,644,-7,-36,0,4,pass
2,1119,-12,10,2,4,pass
3,1126,-25,-36,3,4,pass
3,642,-39,-30,1,4,pass
1,842,87,12,2,4,pass
2,805,-1,39,-3,4,pass
3,707,-87,16,1,4,pass
1,611,60,-26,1,0,shot
2,19,-16,-24,-5,4,pass
3,133,-71,-1,-4,4,pass
2,651,32,-7,0,4,pass
1,572,31,-24,3,0,shot
3,1141,-46,-30,4,4,pass
1,1038,-28,36,1,4,pass
2,342,-20,17,4,4,pass
3,709,-72,41,0,4,pass
1,677,-100,45,-3,4,pass
1,470,21,-45,4,0,shot
1,137,33,37,-5,2,hit
3,576,33,-35,3,4,pass
3,932,6,8,-3,4,pass
3,104,-15,18,-3,4,pass
1,392,-38,20,1,4,pass
1,338,92,-6,2,0,shot
1,1040,-4,15,1,4,pass
2,709,43,45,-3,4,pass
3,337,-27,34,-3,4,pass
1,1072,-44,19,1,4,pass
3,520,-32,-22,-2,4,pass
3,464,46,-40,-3,0,shot
2,976,-51,-10,3,4,pass
2,1143,68,20,-4,4,pass
2,364,27,20,-2,4,pass
1,418,64,17,4,4,pass
3,64,91,9,2,0,shot
2,1148,79,40,0,4,pass
3,732,43,34,-1,4,pass
2,195,-74,17,-4,4,pass
2,401,-74,14,3,4,pass
3,851,33,36,0,4,pass
3,946,-8,26,4,4,pass
2,58,84,-27,-5,0,shot
3,883,25,48,-2,4,pass
2,855,-53,48,-2,4,pass
1,979,97,48,-3,4,pass
2,587,35,-38,0,4,pass
3,587,-88,44,2,4,pass
3,1057,94,4,-2,4,pass
3,174,75,3,1,4,pass
2,171,-5,28,-2,4,pass
1,264,25,-40,-3,4,pass
1,1151,-63,-14,-2,4,pass
3,1170,6,2,-2,4,pass
1,1108,22,-11,-2,4,pass
2,412,-86,-35,4,0,shot
1,133,-47,46,1,4,pass
1,1155,-47,22,-4,4,pass
3,287,-59,30,-2,4,pass
2,291,7,4,-3,4,pass
3,957,-56,-41,0,4,pass
2,475,30,-10,1,4,pass
1,892,30,-42,4,0,shot
1,1004,-56,18,2,4,pass
2,491,-15,-3,-5,4,pass
2,837,-61,-32,-5,4,pass
3,1171,24,-4,-3,4,pass
1,1101,32,28,3,4,pass
3,1011,-31,23,-5,4,pass
1,623,68,-14,-4,4,pass
3,923,76,8,3,4,pass
1,797,2,-25,-5,4,pass
3,1015,98,-23,-2,0,shot
2,1196,-66,-29,2,4,pass
2,891,22,-14,4,4,pass
2,441,-46,-43,3,0,shot
1,310,-96,-37,-4,4,pass
2,340,-82,-13,-3,4,pass
1,140,12,-34,-1,4,pass
3,571,16,13,1,4,pass
3,583,-62,-7,-2,4,pass
1,704,-6,35,-3,4,pass
1,619,99,-31,-2,0,shot
1,7,10,-25,3,0,shot
1,305,84,40,3,4,pass
3,677,-19,22,3,4,pass
2,507,-94,-18,-1,4,pass
3,1146,-48,-2,-3,4,pass
1,696,7,-46,3,0,shot
3,72,50,5,-1,4,pass
2,1087,-70,19,-5,4,pass
3,588,19,36,-1,4,pass
2,943,25,-1,4,4,pass
2,451,-39,-14,0,4,pass
3,248,41,-39,-4,0,shot
3,390,7,29,1,4,pass
2,672,92,5,-3,4,pass
2,319,-79,-37,-1,4,pass
3,837,-53,-33,-1,4,pass
1,841,-69,3,4,4,pass
2,197,50,24,4,4,pass
3,769,27,22,-4,4,pass
3,184,89,-32,3,0,shot
3,545,-53,-21,2,4,pass
3,811,57,-23,0,4,pass
2,71,78,-27,3,0,shot
2,836,-57,15,-3,4,pass
3,870,78,0,4,4,pass
3,1038,16,42,-1,4,pass
1,120,71,-50,-2,0,shot
3,837,22,-28,-3,4,pass
1,1109,81,-46,-5,0,shot
2,1093,91,34,-1,4,pass
1,19,-78,3,-3,2,hit
2,65,-93,45,-3,2,hit
2,877,96,45,-5,4,pass
2,1137,51,36,-5,4,pass
1,156,-2,-4,4,4,pass
2,1119,90,-33,1,4,pass
1,594,-66,-13,-3,4,pass
2,454,-87,17,0,4,pass
2,23,8,-16,-3,4,pass
2,60,75,-26,-2,0,shot
1,817,-80,-2,-2,4,pass
3,950,15,-35,1,4,pass
2,316,86,-39,-2,0,shot
1,2,-69,49,-1,2,hit
2,834,86,-36,-4,0,shot
3,568,28,-46,-3,0,shot
3,705,95,-31,-2,0,shot
1,822,41,3,-2,4,pass
3,453,-8,10,-4,4,pass
1,1037,11,38,3,4,pass
2,897,-10,44,-4,4,pass
3,391,50,-13,-5,4,pass
3,38,-56,-41,0,0,shot
2,1074,-57,-1,0,4,pass
3,334,95,-20,2,0,shot
3,248,-81,7,-4,4,pass
1,889,67,46,-2,4,pass
3,515,-76,14,-5,4,pass
3,365,87,-24,-5,0,shot
2,1137,32,-38,-4,4,pass
3,1135,-71,30,-1,4,pass
1,750,-87,-14,-2,4,pass
1,1097,-75,-19,0,4,pass
2,945,18,24,1,4,pass
3,342,-72,15,-1,4,pass
3,760,-30,-36,-5,4,pass
2,804,-96,-2,-3,4,pass
2,530,-95,18,1,4,pass
3,783,-11,10,-5,4,pass
2,461,2,-11,-3,4,pass
1,518,79,-47,-4,0,shot
3,958,-71,9,-4,4,pass
2,1022,52,-13,4,4,pass
1,894,48,-19,1,4,pass
3,280,-30,24,-5,4,pass
3,941,58,17,-2,4,pass
1,219,-87,-48,-3,4,pass
1,136,55,-10,-3,4,pass
2,214,67,-43,-2,0,shot
2,526,17,32,0,4,pass
2,194,2,9,-1,4,pass
1,764,-6,10,-1,4,pass
1,821,38,-11,3,4,pass
2,938,-96,-13,0,4,pass
1,743,34,2,-2,4,pass
1,1139,29,40,0,4,pass
2,1173,85,-50,3,0,shot
1,615,-89,19,4,4,pass
2,664,-79,29,-5,4,pass
3,387,35,7,-4,4,pass
3,890,-81,-5,-4,4,pass
3,1075,8,-20,-1,4,pass
1,353,-97,37,0,4,pass
2,129,-29,31,3,4,pass
1,988,-72,-35,-4,4,pass
3,674,-12,-18,-2,4,pass
3,101,-34,25,2,4,pass
1,416,18,28,-5,4,pass
1,288,-65,-31,-4,4,pass
2,602,-81,-32,-3,4,pass
2,195,98,-38,-5,0,shot
1,1193,51,25,-3,4,pass
2,397,56,0,4,4,pass
3,1044,-53,-2,-2,4,pass
3,1130,31,-3,2,4,pass
1,868,-78,47,-4,4,pass
2,1124,-35,-36,0,4,pass
3,228,-99,-31,4,0,shot
2,65,-52,2,-3,4,pass
2,537,3,-27,3,4,pass
1,431,-92,0,3,4,pass
2,1020,-40,-27,-3,4,pass
3,881,-84,-48,4,0,shot
3,490,-23,-48,2,4,pass
1,50,17,36,2,4,pass
1,627,-89,10,3,4,pass
1,575,-77,-35,-5,4,pass
