Period,Time,X Coord,Y Coord,Score Diff,Action,Action Name
2,892,13,36,-2,1,takeaway
2,256,-47,43,-3,1,takeaway
3,955,-5,44,-2,1,takeaway
1,112,49,-24,-4,1,takeaway
1,948,38,-47,1,1,takeaway
2,359,50,-50,1,1,takeaway
3,1064,-94,15,0,1,takeaway
3,633,-70,34,0,1,takeaway
3,948,1,0,1,1,takeaway
1,621,-89,8,-5,1,takeaway
1,1018,83,-46,-3,1,takeaway
3,833,-17,14,-3,1,takeaway
1,592,-95,-30,3,1,takeaway
1,990,23,46,0,1,takeaway
3,116,26,31,-4,1,takeaway
3,650,-91,42,-5,1,takeaway
3,451,-19,-15,-2,1,takeaway
2,257,98,4,-5,1,takeaway
1,272,-79,-15,-4,1,takeaway
3,1146,-95,25,1,1,takeaway
2,732,14,4,-4,1,takeaway
3,723,-21,45,3,1,takeaway
1,1083,51,-7,4,1,takeaway
3,882,33,30,-5,1,takeaway
1,281,-26,37,-2,1,takeaway
1,1046,74,-2,2,1,takeaway
3,155,-12,37,-2,1,takeaway
3,679,49,48,1,1,takeaway
1,993,34,-46,-1,1,takeaway
3,367,34,29,4,1,takeaway
2,958,-39,22,-1,1,takeaway
2,1097,-58,-47,0,1,takeaway
2,963,-90,6,-3,1,takeaway
1,957,-52,-15,4,1,takeaway
1,660,-51,3,4,1,takeaway
3,286,-8,-30,1,1,takeaway
1,1032,84,-20,-5,1,takeaway
2,467,68,-41,-3,1,takeaway
2,83,-24,4,-3,1,takeaway
2,517,78,-25,-1,1,takeaway
3,633,-28,17,1,1,takeaway
1,1002,-68,-25,-5,1,takeaway
2,434,98,-14,-5,1,takeaway
1,283,-93,-24,0,1,takeaway
3,1031,-57,18,-4,1,takeaway
2,87,-74,-10,1,1,takeaway
2,880,79,47,4,1,takeaway
3,435,7,48,3,1,takeaway
2,374,50,-44,2,1,takeaway
1,1073,95,-12,3,1,takeaway
3,834,44,30,-4,1,takeaway
3,564,70,32,-3,1,takeaway
3,992,10,-25,1,1,takeaway
2,1111,7,26,-4,1,takeaway
1,940,36,-46,-5,1,takeaway
1,586,10,48,3,1,takeaway
2,111,73,-5,-2,1,takeaway
3,556,-89,14,1,1,takeaway
3,90,-61,48,-1,1,takeaway
2,1182,93,16,1,1,takeaway
1,603,17,0,2,1,takeaway
3,1067,97,34,-3,1,takeaway
1,698,-44,48,3,1,takeaway
1,244,60,41,1,1,takeaway
1,738,50,-17,0,1,takeaway
3,848,88,16,4,1,takeaway
2,1149,74,36,-4,1,takeaway
3,718,32,-31,1,1,takeaway
3,667,66,11,3,1,takeaway
2,347,-48,45,4,1,takeaway
3,207,-25,18,3,1,takeaway
3,660,50,29,-4,1,takeaway
1,452,41,2,3,1,takeaway
3,594,-47,-41,2,1,takeaway
1,224,-2,-4,0,1,takeaway
2,321,68,18,-2,1,takeaway
1,283,-49,4,4,1,takeaway
3,151,-38,4,4,1,takeaway
3,987,74,-40,1,1,takeaway
1,830,-46,-33,-2,1,takeaway
1,870,-63,-28,-5,1,takeaway
3,587,-30,9,1,1,takeaway
3,174,-41,16,1,1,takeaway
1,780,-70,7,1,1,takeaway
2,507,-19,31,-5,1,takeaway
2,575,-13,-31,4,1,takeaway
2,947,4,22,-4,1,takeaway
2,431,63,8,0,1,takeaway
1,935,-92,30,0,1,takeaway
1,968,43,-42,-3,1,takeaway
3,347,86,-37,0,1,takeaway
2,655,-36,32,4,1,takeaway
1,913,14,-20,-2,1,takeaway
3,818,42,-16,-2,1,takeaway
1,938,-23,20,-2,1,takeaway
1,396,-75,16,-3,1,takeaway
2,819,-76,15,4,1,takeaway
3,724,-18,15,-3,1,takeaway
3,346,94,48,0,1,takeaway
1,344,-87,-40,-5,1,takeaway
2,326,6,43,-3,1,takeaway
3,944,97,46,3,1,takeaway
2,713,29,-7,-2,1,takeaway
2,806,29,28,1,1,takeaway
1,672,-57,3,-4,1,takeaway
2,206,7,44,-3,1,takeaway
1,836,55,-45,1,1,takeaway
2,1011,-85,22,3,1,takeaway
1,773,-75,9,3,1,takeaway
1,437,96,-25,-3,1,takeaway
2,152,-67,-12,-4,1,takeaway
2,642,-60,3,3,1,takeaway
3,1047,-59,49,-4,1,takeaway
3,493,2,48,-1,1,takeaway
3,37,-40,-45,2,1,takeaway
2,596,-72,-19,0,1,takeaway
1,449,67,-42,-1,1,takeaway
3,644,-89,37,2,1,takeaway
3,626,39,21,-2,1,takeaway
2,301,98,-8,-3,1,takeaway
1,701,0,21,-5,1,takeaway
3,49,7,-22,4,1,takeaway
1,575,68,-11,2,1,takeaway
3,972,88,-27,2,1,takeaway
3,337,24,-38,0,1,takeaway
3,527,-19,-32,3,1,takeaway
1,65,0,6,-2,1,takeaway
1,39,5,-6,3,1,takeaway
2,973,-16,9,-5,1,takeaway
3,283,-16,33,1,1,takeaway
3,1013,52,11,0,1,takeaway
3,795,74,-24,-5,1,takeaway
1,286,22,-31,-2,1,takeaway
1,528,-68,-32,-3,1,takeaway
3,746,-3,13,-5,1,takeaway
1,1027,-81,-38,-5,1,takeaway
2,460,-69,32,-5,1,takeaway
3,268,-78,5,1,1,takeaway
2,867,74,45,2,1,takeaway
2,1004,-31,33,1,1,takeaway
3,664,32,-31,-2,1,takeaway
2,377,33,20,-2,1,takeaway
2,563,44,8,-4,1,takeaway
2,279,94,22,4,1,takeaway
1,83,20,-31,-2,1,takeaway
1,126,8,40,0,1,takeaway
3,334,99,46,-2,1,takeaway
2,63,-66,16,-5,1,takeaway
3,1002,-26,43,3,1,takeaway
3,899,19,37,-2,1,takeaway
2,326,27,-43,-2,1,takeaway
3,721,-5,-43,2,1,takeaway
1,1122,39,-43,2,1,takeaway
2,786,27,-44,-4,1,takeaway
2,153,66,-34,-2,1,takeaway
2,711,-89,-2,0,1,takeaway
3,752,0,-42,-4,1,takeaway
2,695,-65,-36,3,1,takeaway
1,361,62,-4,-3,1,takeaway
3,374,51,-10,-1,1,takeaway
2,91,-12,-10,2,1,takeaway
3,48,71,-32,0,1,takeaway
1,121,50,21,-3,1,takeaway
1,1194,59,36,-1,1,takeaway
1,547,-39,-25,-3,1,takeaway
1,844,-53,-26,-4,1,takeaway
3,867,36,-32,-5,1,takeaway
2,638,-1,-28,-5,1,takeaway
2,301,9,31,-1,1,takeaway
2,1152,7,19,1,1,takeaway
2,717,92,-42,-1,1,takeaway
1,877,57,6,-4,1,takeaway
1,136,-51,21,0,1,takeaway
1,741,62,-50,2,1,takeaway
3,331,-44,-36,2,1,takeaway
3,926,70,36,-4,1,takeaway
1,306,36,7,3,1,takeaway
1,600,49,21,4,1,takeaway
2,518,-70,-26,4,1,takeaway
2,284,-4,28,-1,1,takeaway
2,1131,20,29,-2,1,takeaway
1,1172,61,1,-3,1,takeaway
1,293,99,40,2,1,takeaway
3,999,-44,-10,-4,1,takeaway
1,689,-74,9,2,1,takeaway
3,313,62,-42,-4,1,takeaway
2,493,-71,-50,-1,1,takeaway
3,989,45,9,-4,1,takeaway
1,226,-24,-17,-2,1,takeaway
3,381,-3,48,-4,1,takeaway
1,383,-11,25,-5,1,takeaway
3,959,-83,44,-2,1,takeaway
2,847,56,-4,-2,1,takeaway
3,264,-50,-20,-5,1,takeaway
2,115,-13,-32,4,1,takeaway
2,987,-94,-39,4,1,takeaway
2,285,87,40,4,1,takeaway
2,50,44,-16,-3,1,takeaway
1,1076,1,-11,4,1,takeaway
2,1094,-18,12,-4,1,takeaway
2,617,-72,-28,-2,1,takeaway
1,1064,24,-43,-2,1,takeaway
2,447,35,-20,2,1,takeaway
3,1183,-69,-8,-2,1,takeaway
1,1003,17,36,-4,1,takeaway
2,412,-85,-17,-5,1,takeaway
3,251,-23,0,-2,1,takeaway
2,731,61,-40,2,1,takeaway
3,421,-68,-10,-1,1,takeaway
1,1028,-39,17,-1,1,takeaway
1,1147,85,-46,-5,1,takeaway
2,380,14,34,4,1,takeaway
3,222,22,12,-3,1,takeaway
2,1182,-34,41,-1,1,takeaway
3,307,42,-44,-3,1,takeaway
2,596,-51,16,-5,1,takeaway
2,42,90,-19,4,1,takeaway
1,283,70,-12,-1,1,takeaway
3,531,-29,36,4,1,takeaway
3,853,-90,22,-2,1,takeaway
2,346,76,-1,-3,1,takeaway
1,668,14,27,-1,1,takeaway
2,987,-86,2,4,1,takeaway
1,205,37,-11,1,1,takeaway
1,858,-92,22,3,1,takeaway
2,825,21,28,-3,1,takeaway
1,854,-26,33,0,1,takeaway
2,936,-40,19,-1,1,takeaway
3,124,55,24,-2,1,takeaway
2,817,-100,-19,-2,1,takeaway
3,970,14,-41,-5,1,takeaway
2,587,58,15,-1,1,takeaway
1,910,24,-16,4,1,takeaway
2,608,-57,-28,-2,1,takeaway
3,127,-82,13,3,1,takeaway
2,653,22,-22,0,1,takeaway
3,848,78,47,3,1,takeaway
2,189,-13,-45,2,1,takeaway
1,1007,47,22,3,1,takeaway
3,1072,36,-1,-3,1,takeaway
1,914,10,18,-1,1,takeaway
1,58,73,-30,2,1,takeaway
2,736,40,-42,2,1,takeaway
1,680,23,42,2,1,takeaway
2,893,4,-16,-4,1,takeaway
3,579,67,21,-1,1,takeaway
1,38,30,-2,0,1,takeaway
2,210,-95,3,-4,1,takeaway
3,657,23,17,4,1,takeaway
3,286,-9,1,-5,1,takeaway
2,180,46,9,4,1,takeaway
2,268,34,-46,-1,1,takeaway
2,196,-70,-24,-5,1,takeaway
1,708,-62,9,2,1,takeaway
2,162,-88,31,3,1,takeaway
2,617,31,-12,3,1,takeaway
2,30,-94,-11,1,1,takeaway
1,901,-51,23,2,1,takeaway
1,92,-86,37,-4,1,takeaway
3,1043,-69,16,-3,1,takeaway
3,1127,2,10,0,1,takeaway
2,919,10,-14,0,1,takeaway
1,791,-2,-15,1,1,takeaway
3,688,90,2,4,1,takeaway
1,711,89,45,4,1,takeaway
2,1101,-70,-6,-4,1,takeaway
1,758,-74,-42,-3,1,takeaway
2,837,30,0,-3,1,takeaway
3,1064,-22,22,1,1,takeaway
2,759,-97,14,1,1,takeaway
1,1053,34,-3,4,1,takeaway
2,1112,-9,46,3,1,takeaway
2,1021,25,-47,-2,1,takeaway
2,1115,-76,-19,-2,1,takeaway
3,185,-2,28,4,1,takeaway
2,728,58,21,-5,1,takeaway
3,822,-32,-11,3,1,takeaway
3,278,50,45,2,1,takeaway
2,931,-47,-19,-2,1,takeaway
1,201,-2,20,3,1,takeaway
3,781,-79,-46,3,1,takeaway
1,479,-43,32,2,1,takeaway
1,919,-67,37,-1,1,takeaway
1,118,-92,-46,-5,1,takeaway
3,333,81,-43,-1,1,takeaway
3,105,-64,-25,4,1,takeaway
1,755,83,25,-1,1,takeaway
2,1188,-96,-8,-4,1,takeaway
2,1156,82,27,-2,1,takeaway
3,769,-18,0,4,1,takeaway
1,1107,-37,34,3,1,takeaway
2,1110,18,48,4,1,takeaway
3,511,32,19,-5,1,takeaway
2,1008,-52,34,-1,1,takeaway
2,55,-33,12,-3,1,takeaway
2,425,83,-44,-5,1,takeaway
3,202,57,-16,-2,1,takeaway
2,883,58,-4,2,1,takeaway
3,732,17,-20,3,1,takeaway
1,963,-22,-47,4,1,takeaway
1,219,44,-10,-3,1,takeaway
3,400,-87,-22,0,1,takeaway
2,244,82,-21,-3,1,takeaway
3,326,37,-6,-4,1,takeaway
3,983,73,-39,3,1,takeaway
1,697,19,32,-2,1,takeaway
2,128,-43,-2,-3,1,takeaway
1,893,-50,10,-3,1,takeaway
2,201,-39,-47,1,1,takeaway
1,1018,-60,42,1,1,takeaway
3,1075,31,-7,-4,1,takeaway
2,821,55,26,1,1,takeaway
2,851,-29,-14,1,1,takeaway
2,393,-14,-10,4,1,takeaway
1,479,-41,-46,3,1,takeaway
3,16,98,-11,3,1,takeaway
1,421,-85,-18,-1,1,takeaway
2,365,55,-29,4,1,takeaway
3,961,78,-10,-2,1,takeaway
3,639,-69,-14,4,1,takeaway
1,158,-75,39,3,1,takeaway
1,841,4,49,3,1,takeaway
3,252,4,15,0,1,takeaway
1,317,-36,-17,-3,1,takeaway
2,1123,-21,-43,4,1,takeaway
1,146,-26,48,-5,1,takeaway
3,1055,-3,-46,-4,1,takeaway
3,124,-32,-17,-4,1,takeaway
2,192,0,-9,-1,1,takeaway
1,827,-49,-13,-4,1,takeaway
1,239,-25,46,4,1,takeaway
1,85,73,43,2,1,takeaway
1,967,-92,16,2,1,takeaway
2,1094,33,5,0,1,takeaway
1,241,25,42,3,1,takeaway
1,682,82,48,-1,1,takeaway
2,576,17,-25,-4,1,takeaway
2,428,60,2,2,1,takeaway
3,722,77,33,-1,1,takeaway
2,23,-75,19,2,1,takeaway
2,419,47,-39,1,1,takeaway
2,580,22,-47,4,1,takeaway
3,725,95,29,-3,1,takeaway
1,885,-80,-30,3,1,takeaway
2,443,51,-33,-4,1,takeaway
2,553,24,32,-2,1,takeaway
2,526,32,12,1,1,takeaway
3,223,39,32,-2,1,takeaway
2,956,90,16,-3,1,takeaway
3,96,64,46,-5,1,takeaway
3,897,-17,33,3,1,takeaway
3,663,23,-38,-4,1,takeaway
2,699,-4,42,4,1,takeaway
2,838,-58,-4,4,1,takeaway
3,364,-14,0,4,1,takeaway
2,933,69,18,3,1,takeaway
2,987,-17,-10,-4,1,takeaway
2,157,-19,-19,-3,1,takeaway
1,389,56,-19,-2,1,takeaway
2,348,-41,2,-1,1,takeaway
1,1067,-11,13,-2,1,takeaway
3,824,-24,38,-4,1,takeaway
1,724,22,8,-2,1,takeaway
3,1198,-45,12,2,1,takeaway
3,770,-74,-7,0,1,takeaway
2,295,42,-7,3,1,takeaway
1,1017,88,-15,2,1,takeaway
3,524,81,37,-5,1,takeaway
2,821,78,12,-2,1,takeaway
3,940,60,-21,-3,1,takeaway
1,1190,45,-25,3,1,takeaway
2,72,-1,-28,0,1,takeaway
2,326,43,-45,-5,1,takeaway
2,1105,49,-21,-2,1,takeaway
2,365,-65,-39,-1,1,takeaway
2,1194,-62,36,-4,1,takeaway
1,275,-26,16,-1,1,takeaway
3,1074,-89,29,1,1,takeaway
2,872,94,18,-2,1,takeaway
2,1046,9,36,-3,1,takeaway
1,53,-93,-50,-3,1,takeaway
3,963,64,-8,0,1,takeaway
2,737,8,43,4,1,takeaway
1,702,-51,30,3,1,takeaway
2,654,24,6,-3,1,takeaway
1,1151,-4,-4,-4,1,takeaway
2,55,-60,17,-1,1,takeaway
2,903,9,27,4,1,takeaway
3,530,-91,19,-4,1,takeaway
1,421,-15,-40,2,1,takeaway
3,996,-26,-1,0,1,takeaway
2,120,45,21,-4,1,takeaway
3,305,52,-28,0,1,takeaway
3,947,-13,-45,-5,1,takeaway
1,427,-43,-30,3,1,takeaway
2,954,-63,-42,-4,1,takeaway
3,460,33,-44,-2,1,takeaway
1,695,-82,2,2,1,takeaway
2,943,97,32,-4,1,takeaway
2,1074,72,32,0,1,takeaway
1,497,-81,-37,-2,1,takeaway
1,945,-66,28,1,1,takeaway
2,508,26,-11,1,1,takeaway
2,686,6,9,2,1,takeaway
3,929,46,5,-3,1,takeaway
2,202,74,-25,3,1,takeaway
1,303,0,14,0,1,takeaway
3,411,57,-43,1,1,takeaway
1,417,30,15,2,1,takeaway
1,235,-33,49,0,1,takeaway
3,762,81,-27,-5,1,takeaway
2,896,-53,4,0,1,takeaway
1,1155,-44,-50,-1,1,takeaway
1,1016,-74,20,1,1,takeaway
2,57,41,11,-2,1,takeaway
3,93,-78,-25,-3,1,takeaway
1,672,0,-9,0,1,takeaway
1,641,0,25,-5,1,takeaway
2,324,64,38,-2,1,takeaway
1,994,-81,-6,1,1,takeaway
2,45,-72,18,-5,1,takeaway
2,251,7,-19,-4,1,takeaway
1,49,-86,-40,4,1,takeaway
2,6,-95,-26,-4,1,takeaway
3,1096,-70,20,2,1,takeaway
2,116,13,-50,-2,1,takeaway
3,832,55,-29,4,1,takeaway
3,878,-97,25,-2,1,takeaway
2,859,-45,24,3,1,takeaway
1,410,-32,-44,-3,1,takeaway
1,907,12,43,3,1,takeaway
3,336,99,35,0,1,takeaway
3,1148,73,35,3,1,takeaway
2,572,50,5,-3,1,takeaway
1,1128,44,44,-3,1,takeaway
1,475,28,25,-2,1,takeaway
3,332,19,3,2,1,takeaway
3,233,-88,-42,3,1,takeaway
2,666,78,-43,-4,1,takeaway
3,956,96,-44,-5,1,takeaway
2,365,-16,-32,-1,1,takeaway
3,640,88,-35,0,1,takeaway
3,177,-79,11,-2,1,takeaway
3,349,47,-20,-1,1,takeaway
3,359,53,-2,2,1,takeaway
3,242,90,-41,3,1,takeaway
1,430,-43,-24,0,1,takeaway
3,160,-88,-50,4,1,takeaway
2,818,-56,48,2,1,takeaway
3,982,-84,22,3,1,takeaway
1,908,-28,13,0,1,takeaway
2,30,38,-40,-4,1,takeaway
2,507,61,-23,-5,1,takeaway
1,1069,89,-16,-2,1,takeaway
2,218,22,-47,4,1,takeaway
2,629,-54,-13,1,1,takeaway
1,945,-94,29,1,1,takeaway
2,713,75,-26,1,1,takeaway
2,1074,86,49,0,1,takeaway
1,111,-4,-3,-4,1,takeaway
3,200,19,-35,3,1,takeaway
3,676,-3,25,-5,1,takeaway
3,255,-43,12,-3,1,takeaway
2,426,-79,-43,3,1,takeaway
3,232,-4,28,-5,1,takeaway
2,514,-38,-43,-3,1,takeaway
1,868,84,0,2,1,takeaway
2,978,-100,-50,-5,1,takeaway
1,1050,-94,6,3,1,takeaway
3,968,-90,18,4,1,takeaway
1,436,87,49,-2,1,takeaway
2,956,-29,6,4,1,takeaway
2,183,-9,-23,-4,1,takeaway
3,665,-56,7,-2,1,takeaway
2,994,55,-47,2,1,takeaway
2,1066,56,-13,3,1,takeaway
3,101,-30,-21,3,1,takeaway
2,351,27,17,-5,1,takeaway
3,349,-34,-36,4,1,takeaway
1,1150,-89,47,-2,1,takeaway
3,747,-72,24,-4,1,takeaway
2,696,-12,-45,0,1,takeaway
2,512,55,-8,-4,1,takeaway
1,844,85,-47,-2,1,takeaway
3,735,22,7,1,1,takeaway
2,206,-20,-29,-2,1,takeaway
2,908,97,0,-2,1,takeaway
3,189,-61,40,4,1,takeaway
1,802,49,14,-1,1,takeaway
2,729,-63,-38,0,1,takeaway
